"No.","Time","Source","Destination","Protocol","Length","Service UUID","Value","Value","Info"
"45544","430.929233","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"45857","433.603070","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0155c3","00ff00009a0d0155c3","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"46235","436.978686","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"46452","439.381565","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0155c3","00ff00009a0d0155c3","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"46619","441.926605","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d015dcb","00ff00009a0d015dcb","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"47151","446.679440","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"47447","449.229717","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0164f2","00ff00009a0d0164f2","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"47788","453.503612","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"47992","455.986786","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0164f2","00ff00009a0d0164f2","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"48256","458.009509","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0163f5","00ff00009a0d0163f5","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"48412","459.205043","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"48713","461.841525","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0163f5","00ff00009a0d0163f5","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"49052","466.711373","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0143d5","00ff00009a0d0143d5","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"49371","469.358232","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0164f2","00ff00009a0d0164f2","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"49377","469.429000","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"49825","473.054688","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"50058","474.928114","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0163f5","00ff00009a0d0163f5","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"50152","476.106050","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"50428","479.931458","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0a01ee7f","00ff00009a0a01ee7f","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"50649","481.607675","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"51350","487.582384","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d015ec8","00ff00009a0d015ec8","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"51618","491.455301","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"51839","493.355733","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0160f6","00ff00009a0d0160f6","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"52093","495.230257","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"52307","497.041097","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0a01ee7f","00ff00009a0a01ee7f","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"52364","497.519787","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0a01cc5d","00ff00009a0a01cc5d","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"52375","497.588251","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"52654","500.922988","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0164f2","00ff00009a0d0164f2","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"52828","503.606535","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"53070","505.679739","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0a01ee7f","00ff00009a0a01ee7f","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"53086","505.794998","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"53106","505.999409","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0a01cc5d","00ff00009a0a01cc5d","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"53162","506.463017","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0a01ee7f","00ff00009a0a01ee7f","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"53179","506.540651","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"53199","506.677402","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0a01cc5d","00ff00009a0a01cc5d","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"53403","508.405379","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0159cf","00ff00009a0d0159cf","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"53992","514.682027","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"54057","515.633895","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0159cf","00ff00009a0d0159cf","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"54403","518.628673","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0164f2","00ff00009a0d0164f2","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"54585","519.955874","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa2015a31","00ff00009aa2015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"55123","524.808926","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"55370","528.198706","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0164f2","00ff00009a0d0164f2","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"55606","530.147516","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d015ec8","00ff00009a0d015ec8","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"56055","534.033030","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"56156","534.897701","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d014fd9","00ff00009a0d014fd9","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"56428","537.798306","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0153c5","00ff00009a0d0153c5","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"56700","541.156445","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"57022","543.763820","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0153c5","00ff00009a0d0153c5","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"57279","545.991293","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0159cf","00ff00009a0d0159cf","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"57700","549.807139","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"57803","551.143126","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0144d2","00ff00009a0d0144d2","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"59053","562.232799","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"60813","573.630684","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0135a3","00ff00009a0d0135a3","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"61773","581.832325","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"62310","584.887108","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d014bdd","00ff00009a0d014bdd","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"63638","596.183566","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"64054","599.979796","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0151c7","00ff00009a0d0151c7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"64469","603.758990","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"64780","605.918197","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d014ed8","00ff00009a0d014ed8","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"65099","608.359092","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"65394","610.942665","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0147d1","00ff00009a0d0147d1","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
